Video_ID,User_ID,Username,Video_Title,Category,Likes,Comments,Shares,Views,Upload_Date,Upload_DateTime,Upload_Hour,Upload_Day,Video_Length,Hashtags,Hashtag_Count,User_Followers,User_Following,User_Total_Likes,Engagement_Rate,Like_Rate,Comment_Rate,Share_Rate
214,5,user434,Game Review,Gaming,7463,1397,1594,67683,2024-01-19,2024-01-19 21:31:36,21,Friday,15,#twitch #streamer #gamer,3,273,194,2200,0.15445532851676197,0.11026402493979286,0.020640338046481393,0.023550965530487716
215,206,user27,Funny Moment #215,Comedy,28102,5501,6851,350536,2024-06-16,2024-06-16 08:32:16,8,Sunday,30,#viral #fyp #comedy,3,1663,106,27297,0.1154061209119748,0.08016865600109546,0.01569310998014469,0.019544354930734645
216,231,user392,Easy Recipe,Cooking,6153,1855,1785,292927,2024-05-20,2024-05-20 18:57:59,18,Monday,60,#foodie,1,208,166,2189,0.03343153755031117,0.021005233385792365,0.006332635776149007,0.006093668388369799
217,407,user174,Fashion Haul,Fashion,25528,4846,7290,458232,2024-11-16,2024-11-16 12:27:32,12,Saturday,20,#fashion #ootd,2,13651,134,195125,0.08219417238429441,0.05570977146947398,0.010575429040311458,0.015908971874508984
218,21,user24,Game Review,Gaming,647,156,220,6498,2024-10-20,2024-10-20 04:47:07,4,Sunday,30,#streamer #twitch,2,464,274,2771,0.15743305632502308,0.09956909818405664,0.024007386888273315,0.03385657125269314
219,477,user314,Viral Dance Moves,Dance,14942,3661,4594,155825,2024-02-23,2024-02-23 05:16:17,5,Friday,90,#dancechallenge #trending #dance #fyp,4,429,300,5351,0.14886571474410396,0.09588961976576288,0.023494304508262474,0.029481790470078612
220,418,user9,Epic Gameplay,Gaming,6038,1297,1956,53375,2024-03-04,2024-03-04 02:37:43,2,Monday,120,#gameplay #streamer #twitch #gamer #gaming,5,414,201,2985,0.17407025761124123,0.11312412177985949,0.024299765807962528,0.0366463700234192
221,243,user136,Game Review,Gaming,143,37,40,9018,2024-05-08,2024-05-08 15:22:36,15,Wednesday,20,#streamer #gameplay #twitch #gaming,4,1457,548,21188,0.02439565313816811,0.015857174539809272,0.004102905300510091,0.004435573297848747
222,125,user17,Easy Recipe,Cooking,1483,310,524,36624,2024-10-07,2024-10-07 03:56:11,3,Monday,15,#foodie #recipe #food #chef #cooking,5,1623,785,22424,0.0632645259938838,0.040492573176059414,0.00846439493228484,0.014307557885539536
223,105,user211,This Made Me Laugh,Comedy,265,41,62,7406,2024-03-15,2024-03-15 02:14:19,2,Friday,15,#viral #fyp #funny #comedy,4,496,253,4702,0.049689440993788817,0.03578179854172293,0.0055360518498514715,0.00837159060221442
224,167,user340,Get Fit,Fitness,5850,1452,1358,84076,2024-12-04,2024-12-04 23:15:02,23,Wednesday,15,#fitfam #workout,2,818,354,10016,0.10300204576811456,0.06957990389647462,0.017270088967124984,0.016152052904514963
225,280,user182,Fitness Tips,Fitness,1125,298,377,14795,2024-07-23,2024-07-23 01:48:07,1,Tuesday,120,#workout #health #gym,3,1867,288,30377,0.12166272389320716,0.07603920243325447,0.020141939844542076,0.02548158161541061
226,153,user116,Style Tips,Fashion,413,86,105,6620,2024-08-24,2024-08-24 22:19:33,22,Saturday,180,#style #outfit,2,1315,349,11446,0.09123867069486405,0.062386706948640486,0.012990936555891239,0.015861027190332326
227,179,user287,Fashion Haul,Fashion,1343,303,473,20386,2024-10-26,2024-10-26 11:51:54,11,Saturday,60,#ootd #outfit,2,498,118,9261,0.1039438830569999,0.06587854409889139,0.01486314137152948,0.023202197586579026
228,22,user148,Fashion Haul,Fashion,2602,747,726,42057,2024-04-21,2024-04-21 18:23:29,18,Sunday,20,#trending #ootd #style #outfit #fashion,5,201,101,3006,0.09689231281356254,0.06186841667261098,0.01776160924459662,0.017262286896354947
229,139,user478,This Made Me Laugh,Comedy,2610,500,547,29225,2024-05-14,2024-05-14 12:20:30,12,Tuesday,180,#fyp #comedy #funny,3,4133,3246,36568,0.12513259195893928,0.0893071000855432,0.01710863986313088,0.018716852010265184
230,120,user27,Style Tips,Fashion,193,55,55,5548,2024-02-23,2024-02-23 07:28:36,7,Friday,20,#trending #style #fashion #outfit #ootd,5,2567,1288,26292,0.054614275414563804,0.03478731074260995,0.009913482335976928,0.009913482335976928
231,335,user479,Comedy Skit,Comedy,560,117,158,11416,2024-06-09,2024-06-09 12:14:52,12,Sunday,90,#funny #comedy #lol #viral,4,703,427,9246,0.07314295725297827,0.04905395935529082,0.010248773651016117,0.013840224246671338
232,465,user394,Workout Routine #232,Fitness,1264,365,313,27680,2024-07-04,2024-07-04 10:08:33,10,Thursday,45,#gym #fitfam #health,3,316,229,4751,0.07015895953757226,0.04566473988439306,0.013186416184971099,0.011307803468208092
233,404,user254,Comedy Skit,Comedy,25,3,7,636,2024-09-10,2024-09-10 07:51:53,7,Tuesday,45,#funny #comedy #fyp #lol #viral,5,8918,3330,51540,0.055031446540880505,0.03930817610062893,0.0047169811320754715,0.0110062893081761
234,291,user309,Easy Guide,Tutorial,1089,226,283,35989,2024-10-17,2024-10-17 21:12:56,21,Thursday,60,#tutorial,1,2707,1663,34624,0.044402456306093525,0.030259245880685764,0.006279696573953153,0.00786351385145461
235,99,user415,Comedy Skit,Comedy,1646,278,533,25032,2024-05-10,2024-05-10 02:49:07,2,Friday,60,#lol #fyp #funny #comedy,4,1765,1112,9544,0.09815436241610738,0.06575583253435602,0.011105784595717481,0.021292745286033875
236,291,user346,Comedy Skit,Comedy,1508,306,417,20996,2024-05-08,2024-05-08 10:11:57,10,Wednesday,30,#viral #comedy #funny #fyp,4,363,120,5391,0.10625833492093732,0.0718232044198895,0.014574204610401981,0.019860925890645836
237,49,user95,Easy Recipe,Cooking,747,125,257,10573,2024-03-09,2024-03-09 03:43:52,3,Saturday,120,#chef #food #cooking #recipe,4,70,65,956,0.106781424382862,0.07065165988839497,0.011822566915728742,0.024307197578738296
238,121,user229,Easy Guide,Tutorial,1643,382,601,29761,2024-07-04,2024-07-04 10:11:41,10,Thursday,90,#tutorial #learn,2,2453,394,37870,0.08823628238298445,0.05520647827693962,0.01283559020194214,0.020194213904102684
239,342,user61,Outfit Inspo #239,Fashion,539,94,178,5872,2024-05-08,2024-05-08 00:19:49,0,Wednesday,60,#trending #fashion #style #outfit #ootd,5,483,356,7155,0.13811307901907358,0.09179155313351499,0.01600817438692098,0.030313351498637602
240,470,user482,Get Fit,Fitness,319,86,73,7113,2024-04-29,2024-04-29 03:38:32,3,Monday,30,#fitfam #gym #health #fitness,4,191,142,2402,0.06720089976100098,0.044847462392801914,0.012090538450724027,0.010262898917475045
241,233,user383,Outfit Inspo #241,Fashion,1855,405,538,23455,2024-05-22,2024-05-22 17:45:26,17,Wednesday,45,#style #ootd,2,184,100,2464,0.11929226177787253,0.07908761458111277,0.017267107226604135,0.022937539970155615
242,361,user186,Game Review,Gaming,2100,495,452,15019,2024-06-10,2024-06-10 11:57:43,11,Monday,180,#gamer #streamer #gameplay #gaming #twitch,5,1534,311,27416,0.2028763566149544,0.13982289100472733,0.032958252879685734,0.030095212730541315
243,104,user294,This Made Me Laugh,Comedy,2141,445,549,19851,2024-08-07,2024-08-07 02:26:01,2,Wednesday,20,#lol,1,855,308,10613,0.1579265528184978,0.10785350863936326,0.022417006699914362,0.02765603747922019
244,461,user262,How to Tutorial #244,Tutorial,7339,2140,2593,234314,2024-03-04,2024-03-04 21:35:50,21,Monday,90,#education #tutorial #learn #tips #howto,5,4861,481,41795,0.051520609097194366,0.03132121853581092,0.009133043693505297,0.011066346867878146
245,237,user345,Get Fit,Fitness,348,86,117,11137,2024-11-10,2024-11-10 01:33:23,1,Sunday,15,#workout #health #fitfam #fitness,4,112,91,1351,0.04947472389332854,0.031247194037891713,0.007722007722007722,0.01050552213342911
246,38,user24,Style Tips,Fashion,12066,2583,4242,213468,2024-10-07,2024-10-07 21:27:32,21,Monday,15,#outfit #fashion #trending #ootd,4,1343,768,8117,0.08849569958963405,0.0565236944178987,0.012100174264995222,0.01987183090674012
247,93,user394,Original Song,Music,2314,466,853,50533,2024-05-13,2024-05-13 19:14:30,19,Monday,20,#music #artist #song #singing #cover,5,8636,3590,82729,0.07189361407397146,0.04579185878534819,0.009221696713039004,0.01688005857558427
248,42,user350,Easy Guide,Tutorial,6003,1431,1921,100591,2024-10-24,2024-10-24 10:01:52,10,Thursday,120,#education #tips #howto,3,152,117,2276,0.09300036782614747,0.059677307114950645,0.014225924784523466,0.01909713592667336
249,202,user271,Learn This Trick,Tutorial,2361,374,694,61095,2024-09-10,2024-09-10 19:22:45,19,Tuesday,90,#howto,1,85,72,1121,0.05612570586791063,0.03864473361158851,0.006121613880022915,0.011359358376299205
250,238,user345,Easy Guide,Tutorial,34,5,10,868,2024-10-09,2024-10-09 16:07:46,16,Wednesday,45,#tutorial,1,997,616,18714,0.056451612903225805,0.03917050691244239,0.00576036866359447,0.01152073732718894
251,80,user142,Original Song,Music,3300,899,1236,76611,2024-07-25,2024-07-25 13:58:50,13,Thursday,120,#song #singing,2,4158,1008,75223,0.07094281500045685,0.043074754278106274,0.011734607301823498,0.016133453420527077
252,393,user480,Easy Recipe,Cooking,800,146,187,14992,2024-12-05,2024-12-05 21:31:53,21,Thursday,20,#foodie,1,416,102,5005,0.07557363927427961,0.05336179295624333,0.009738527214514408,0.012473319103521879
253,18,user229,New Dance Trend,Dance,1485,401,414,73124,2024-04-03,2024-04-03 11:10:20,11,Wednesday,45,#dance,1,2084,1029,38313,0.031453421585252446,0.02030797002352169,0.005483835676385318,0.00566161588534544
254,72,user258,Dance Challenge #254,Dance,3667,1209,1262,59398,2024-04-05,2024-04-05 01:05:15,1,Friday,15,#trending #viral #fyp #dance,4,414,297,5308,0.10333681268729587,0.06173608539008047,0.020354220680831005,0.02124650661638439
255,267,user114,Style Tips,Fashion,515,140,202,8549,2024-03-31,2024-03-31 22:32:36,22,Sunday,90,#trending #outfit #fashion #style #ootd,5,2921,1062,28492,0.1002456427652357,0.060240963855421686,0.016376184349046672,0.023628494560767342
256,451,user377,Singing,Music,127680,26697,44253,1489011,2024-04-26,2024-04-26 16:52:18,16,Friday,60,#artist,1,646,353,9347,0.13339726838821203,0.08574819124909083,0.017929350421185607,0.029719726717935595
257,214,user210,Learn This Trick,Tutorial,11159,1938,3533,234599,2024-08-31,2024-08-31 02:40:44,2,Saturday,120,#education #tutorial #howto #learn #tips,5,746,424,14366,0.07088691767654594,0.04756627266100878,0.008260904777940229,0.01505974023759692
258,435,user116,How to Tutorial #258,Tutorial,35,5,11,599,2024-04-26,2024-04-26 11:09:48,11,Friday,120,#tips #education,2,2742,632,28593,0.08514190317195326,0.05843071786310518,0.008347245409015025,0.018363939899833055
259,125,user131,Fashion Haul,Fashion,339,107,97,6159,2024-11-29,2024-11-29 00:51:49,0,Friday,30,#fashion #ootd #style #trending,4,788,204,11159,0.0881636629322942,0.05504140282513395,0.01737295015424582,0.015749309952914434
260,138,user194,Recipe #260,Cooking,22,3,4,693,2024-05-08,2024-05-08 06:16:27,6,Wednesday,20,#food #cooking #chef #foodie,4,401,148,2225,0.04184704184704185,0.031746031746031744,0.004329004329004329,0.005772005772005772
261,107,user446,Viral Dance Moves,Dance,400,84,115,9696,2024-12-05,2024-12-05 06:43:58,6,Thursday,20,#dancechallenge #viral,2,1931,673,12177,0.06177805280528053,0.041254125412541254,0.008663366336633664,0.01186056105610561
262,387,user246,Game Review,Gaming,1197,344,368,26211,2024-04-27,2024-04-27 17:55:01,17,Saturday,15,#gamer #gaming,2,1640,698,25475,0.07283201709206058,0.04566784937621609,0.01312426080653161,0.014039906909312883
263,274,user333,Cooking Tutorial,Cooking,113,32,32,5327,2024-09-27,2024-09-27 03:42:24,3,Friday,45,#recipe #food #chef #foodie,4,3491,933,60592,0.0332269570114511,0.02121269006945748,0.006007133470996809,0.006007133470996809
264,412,user370,Gaming Highlight #264,Gaming,26911,5297,6180,328552,2024-04-29,2024-04-29 18:42:14,18,Monday,60,#streamer #twitch #gamer,3,436,213,4593,0.11683995227543889,0.08190788672721518,0.01612225766393143,0.01880980788429229
265,24,user289,Fitness Tips,Fitness,776,117,171,24071,2024-10-22,2024-10-22 18:53:47,18,Tuesday,90,#gym #fitfam,2,2363,1297,35870,0.04420256740476092,0.03223796269369781,0.004860620663869386,0.007103984047193718
266,479,user300,Easy Recipe,Cooking,1534,488,544,25668,2024-10-14,2024-10-14 20:58:22,20,Monday,30,#food,1,81,78,1466,0.09996883278790712,0.05976312918809412,0.019011999376655757,0.02119370422315724
267,292,user427,Original Song,Music,704,146,150,10547,2024-04-24,2024-04-24 15:23:29,15,Wednesday,30,#cover #song,2,86,84,1174,0.0948136910969944,0.06674883853228405,0.013842798900161183,0.01422205366454916
268,376,user408,Recipe #268,Cooking,186,48,56,12545,2024-07-12,2024-07-12 21:49:37,21,Friday,90,#foodie #chef #recipe,3,3291,1853,37678,0.023116779593463532,0.014826624153049023,0.003826225587883619,0.004463929852530889
269,484,user419,Gaming Highlight #269,Gaming,430,96,152,4411,2024-03-06,2024-03-06 17:40:14,17,Wednesday,30,#twitch #gamer #gameplay #gaming #streamer,5,2421,1675,45392,0.15370664248469734,0.09748356381772841,0.021763772387213783,0.03445930627975516
270,112,user259,Dance Challenge #270,Dance,1201,279,327,68768,2024-10-23,2024-10-23 20:09:15,20,Wednesday,15,#viral #dancechallenge #dance #fyp,4,387,247,5931,0.026276756630991157,0.01746451838064216,0.004057119590507212,0.004755118659841787
271,273,user283,Workout Routine #271,Fitness,204,58,50,5145,2024-05-24,2024-05-24 22:28:57,22,Friday,15,#fitfam #health #gym #workout #fitness,5,258,102,3789,0.060641399416909623,0.03965014577259475,0.011273080660835762,0.009718172983479106
272,471,user50,Music Cover #272,Music,318,68,99,13864,2024-01-05,2024-01-05 14:27:32,14,Friday,15,#cover #artist #music #song #singing,5,6768,3698,95338,0.03498268897864974,0.022937103289094058,0.0049047893825735715,0.007140796306982112
273,192,user492,How to Tutorial #273,Tutorial,148,33,38,4149,2024-04-03,2024-04-03 13:59:32,13,Wednesday,45,#tips #learn #howto #education #tutorial,5,1023,119,12871,0.05278380332610268,0.03567124608339359,0.007953723788864787,0.0091588334538443
274,440,user333,Singing,Music,128,29,32,2760,2024-06-27,2024-06-27 06:10:08,6,Thursday,45,#cover #music,2,2026,343,10839,0.06847826086956521,0.0463768115942029,0.010507246376811594,0.011594202898550725
275,88,user43,New Dance Trend,Dance,1229,213,458,14940,2024-02-06,2024-02-06 07:29:16,7,Tuesday,120,#trending #dancechallenge #dance #fyp,4,953,688,13384,0.12717536813922356,0.0822623828647925,0.0142570281124498,0.03065595716198126
276,118,user109,Workout Routine #276,Fitness,827,146,259,40369,2024-11-24,2024-11-24 07:02:41,7,Sunday,120,#fitfam #fitness #gym,3,117,96,1535,0.030518467140627708,0.020486016497807725,0.003616636528028933,0.006415814114791052
277,289,user337,Get Fit,Fitness,2206,417,597,40150,2024-04-15,2024-04-15 06:47:20,6,Monday,15,#gym,1,165,130,2205,0.08019925280199253,0.0549439601494396,0.010386052303860523,0.014869240348692404
278,74,user386,New Dance Trend,Dance,633,166,198,9387,2024-03-10,2024-03-10 15:42:18,15,Sunday,90,#viral,1,71,78,782,0.10621071694897198,0.06743368488334932,0.0176840311068499,0.02109300095877277
279,428,user435,Singing,Music,16567,3334,4066,172284,2024-01-30,2024-01-30 21:06:33,21,Tuesday,60,#artist #song,2,1048,500,8820,0.13911332451069164,0.09616098999326693,0.01935176801095865,0.023600566506466067
280,51,user224,Music Cover #280,Music,724,177,161,11279,2024-09-19,2024-09-19 22:25:23,22,Thursday,90,#song #music #cover #artist,4,15578,1643,263473,0.0941572834471141,0.0641900877737388,0.01569288057451902,0.014274315098856282
281,325,user140,Recipe #281,Cooking,3025,596,672,67149,2024-11-21,2024-11-21 17:00:51,17,Thursday,20,#chef #foodie #recipe,3,1074,755,14854,0.06393244873341375,0.04504906997870407,0.008875783704895083,0.010007595049814591
282,349,user300,Workout Routine #282,Fitness,1011,222,362,47481,2024-07-09,2024-07-09 12:45:20,12,Tuesday,45,#fitfam #health #workout,3,309,175,3826,0.033592384322149914,0.021292727617362735,0.004675554432299236,0.007624102272487943
283,79,user195,Original Song,Music,6328,1548,1615,97711,2024-02-03,2024-02-03 06:43:37,6,Saturday,60,#music #artist,2,2042,1566,16350,0.09713338314007634,0.0647624116015597,0.015842637983440964,0.016528333555075683
284,483,user158,How to Tutorial #284,Tutorial,8837,2267,1881,144524,2024-10-14,2024-10-14 06:05:13,6,Monday,120,#learn #tutorial #education,3,806,344,10201,0.08984666906534555,0.06114555367966566,0.015685976031662562,0.013015139354017326
285,96,user221,Workout Routine #285,Fitness,5185,1451,1700,114884,2024-05-19,2024-05-19 18:40:27,18,Sunday,60,#workout,1,4573,578,43402,0.07256014762717175,0.045132481459559205,0.012630131262839038,0.01479753490477351
286,182,user284,Workout Routine #286,Fitness,9454,2883,2520,149357,2024-08-04,2024-08-04 07:28:36,7,Sunday,120,#fitness,1,494,102,9863,0.09947307457969831,0.06329800411095562,0.019302744431128102,0.016872326037614575
287,372,user462,Funny Moment #287,Comedy,10715,2890,2518,138019,2024-08-19,2024-08-19 19:44:24,19,Monday,90,#funny #viral #comedy #fyp,4,2374,357,38699,0.11681724979894073,0.07763423876422812,0.02093914605960049,0.01824386497511212
288,253,user75,Cooking Tutorial,Cooking,3664,827,1202,58640,2024-08-10,2024-08-10 03:03:27,3,Saturday,30,#recipe #chef #foodie #food,4,6461,549,79563,0.09708390177353342,0.06248294679399727,0.01410300136425648,0.020497953615279674
289,185,user129,Funny Moment #289,Comedy,959,195,227,20696,2024-03-05,2024-03-05 22:29:09,22,Tuesday,120,#fyp #viral #comedy,3,1287,980,7831,0.06672787011982992,0.04633745651333591,0.009422110552763818,0.010968303053730189
290,4,user486,Cooking Tutorial,Cooking,1280,298,313,28072,2024-10-06,2024-10-06 23:16:11,23,Sunday,180,#chef #recipe #foodie #cooking #food,5,2732,1757,42636,0.06736249643773155,0.045597036192647475,0.010615559988600741,0.011149900256483328
291,499,user305,Singing,Music,49,14,13,1382,2024-05-09,2024-05-09 00:29:19,0,Thursday,120,#singing #cover #song,3,869,639,8535,0.05499276410998553,0.03545586107091172,0.010130246020260492,0.009406657018813314
292,150,user377,Easy Guide,Tutorial,1535,353,546,75616,2024-04-26,2024-04-26 16:15:35,16,Friday,90,#howto #education #tips #tutorial #learn,5,898,321,13216,0.03218895471857808,0.02029993652137114,0.004668324164198053,0.007220694033008887
293,59,user478,Fitness Tips,Fitness,18,2,5,370,2024-08-11,2024-08-11 15:35:02,15,Sunday,45,#health #gym #workout,3,208,147,3606,0.06756756756756757,0.04864864864864865,0.005405405405405406,0.013513513513513514
294,426,user355,Cooking Tutorial,Cooking,5717,1496,1385,111074,2024-08-17,2024-08-17 23:57:21,23,Saturday,30,#cooking #foodie #food #chef #recipe,5,8557,1930,106538,0.07740785422331059,0.05147019104380863,0.013468498478491816,0.012469164701010137
295,79,user367,This Made Me Laugh,Comedy,315,79,70,5438,2024-11-14,2024-11-14 01:18:44,1,Thursday,120,#comedy #viral #funny #lol,4,428,166,6678,0.08532548731151159,0.05792570798087532,0.014527399779330636,0.012872379551305628
296,246,user299,Singing,Music,977,201,295,29302,2024-11-02,2024-11-02 10:43:42,10,Saturday,120,#singing,1,5933,4015,57551,0.050269606170227285,0.03334243396355198,0.00685960002730189,0.010067572179373421
297,337,user341,Music Cover #297,Music,2235,463,810,39189,2024-07-26,2024-07-26 12:39:54,12,Friday,120,#music #cover #singing #artist #song,5,993,369,14389,0.08951491489958917,0.057031309806323205,0.011814539794330042,0.020669065298935925
298,133,user114,Gaming Highlight #298,Gaming,48265,12143,17004,516514,2024-03-05,2024-03-05 14:23:13,14,Tuesday,15,#twitch #gameplay #gamer #gaming #streamer,5,322,249,5003,0.14987396275802786,0.09344374015031538,0.023509527331301766,0.03292069527641071
299,54,user152,Cooking Tutorial,Cooking,352,51,105,7936,2024-06-22,2024-06-22 02:57:26,2,Saturday,90,#foodie #recipe #chef #cooking,4,2022,859,23234,0.06401209677419355,0.04435483870967742,0.006426411290322581,0.013230846774193549
300,234,user402,Original Song,Music,571,91,163,23739,2024-02-03,2024-02-03 08:13:29,8,Saturday,20,#cover #artist,2,800,514,8998,0.03475293820295716,0.024053245713804287,0.003833354395720123,0.006866338093432748
301,357,user232,Easy Recipe,Cooking,2289,533,781,46745,2024-07-21,2024-07-21 09:08:32,9,Sunday,180,#foodie #cooking #recipe,3,728,426,10276,0.07707776232752166,0.04896780404321318,0.0114022890148679,0.016707669269440582
302,435,user176,Gaming Highlight #302,Gaming,1852,349,594,34661,2024-01-27,2024-01-27 02:06:36,2,Saturday,60,#gaming,1,585,337,6392,0.08063818124116442,0.05343181096910072,0.010068953578950405,0.0171374166931133
303,82,user170,This Made Me Laugh,Comedy,630,117,153,6845,2024-09-19,2024-09-19 23:23:45,23,Thursday,30,#lol #comedy,2,80,69,417,0.13148283418553688,0.09203798392987582,0.017092768444119794,0.02235208181154127
304,15,user378,Original Song,Music,543,127,146,26331,2024-06-28,2024-06-28 10:39:24,10,Friday,45,#song #artist #cover #singing,4,200,129,2212,0.03099008772929247,0.020622080437507122,0.004823212183358019,0.005544795108427329
305,415,user408,Easy Recipe,Cooking,69080,22550,22557,1281586,2024-06-23,2024-06-23 14:20:34,14,Sunday,120,#cooking #recipe #chef #foodie,4,22626,5713,375814,0.08909819551711708,0.05390196210008536,0.017595385717384553,0.017600847699647156
306,135,user344,Funny Moment #306,Comedy,1668,227,363,21328,2024-08-12,2024-08-12 05:16:21,5,Monday,20,#comedy #viral #lol #funny #fyp,5,11174,6907,191157,0.1058702175543886,0.07820705176294074,0.010643285821455364,0.017019879969992498
307,433,user235,Fitness Tips,Fitness,521,153,155,15541,2024-07-23,2024-07-23 22:39:37,22,Tuesday,90,#health #fitfam #gym #fitness #workout,5,42,75,210,0.05334277073547391,0.03352422624026768,0.00984492632391738,0.00997361817128885
308,123,user157,How to Tutorial #308,Tutorial,1346,184,423,22622,2024-11-12,2024-11-12 00:35:24,0,Tuesday,60,#tips #tutorial #learn #education #howto,5,144,113,2411,0.08633188931128989,0.05949960215719211,0.00813367518344974,0.01869861197064804
309,306,user71,Comedy Skit,Comedy,1161,187,317,11031,2024-03-12,2024-03-12 02:05:54,2,Tuesday,90,#lol #fyp,2,359,190,5819,0.15093826488985587,0.10524884416644004,0.016952225546188016,0.028737195177227812
310,148,user72,Original Song,Music,293,70,96,6664,2024-06-13,2024-06-13 07:00:26,7,Thursday,30,#artist #song #cover #music,4,1030,817,13562,0.06887755102040816,0.043967587034813925,0.01050420168067227,0.014405762304921969
311,418,user197,How to Tutorial #311,Tutorial,69,17,18,2328,2024-05-02,2024-05-02 04:05:53,4,Thursday,180,#tutorial #learn #tips #howto #education,5,1978,317,33956,0.044673539518900345,0.029639175257731958,0.007302405498281787,0.007731958762886598
312,16,user408,Get Fit,Fitness,7241,1389,1817,275118,2024-06-07,2024-06-07 21:24:30,21,Friday,180,#health #fitfam #fitness #gym,4,11697,8593,109455,0.037972797127050935,0.026319615583131603,0.00504874272130504,0.006604438822614297
313,290,user381,Cooking Tutorial,Cooking,4657,756,1030,96858,2024-04-23,2024-04-23 10:28:31,10,Tuesday,15,#recipe #food #cooking,3,214,168,2770,0.06652006029445168,0.04808069545107271,0.007805240661587065,0.010634124181791901
314,226,user280,Get Fit,Fitness,857,155,192,17435,2024-08-01,2024-08-01 11:49:09,11,Thursday,20,#fitness #gym #health #workout #fitfam,5,95,80,1130,0.06905649555491827,0.04915400057355893,0.008890163464295957,0.011012331517063378
315,135,user179,Cooking Tutorial,Cooking,36,8,9,558,2024-06-14,2024-06-14 02:43:44,2,Friday,20,#food #cooking,2,2146,491,41652,0.09498207885304659,0.06451612903225806,0.014336917562724014,0.016129032258064516
316,313,user324,This Made Me Laugh,Comedy,3002,748,910,46118,2024-06-19,2024-06-19 12:25:41,12,Wednesday,20,#comedy #viral,2,1804,198,25860,0.10104514506266533,0.06509388958757968,0.016219263628084478,0.01973199184700117
317,180,user273,Singing,Music,2398,496,558,41723,2024-03-05,2024-03-05 11:03:38,11,Tuesday,30,#song #music,2,259,168,3884,0.0827361407377226,0.05747429475349328,0.01188792752199027,0.013373918462239053
318,488,user440,Fashion Haul,Fashion,8068,1140,2253,114891,2024-08-19,2024-08-19 19:07:00,19,Monday,30,#outfit #trending #ootd,3,180,100,1863,0.09975542035494513,0.07022308100721554,0.009922448233543097,0.01960989111418649
319,65,user360,This Made Me Laugh,Comedy,325,86,117,4050,2024-02-22,2024-02-22 15:46:48,15,Thursday,120,#viral,1,870,117,10625,0.13037037037037036,0.08024691358024691,0.02123456790123457,0.028888888888888888
320,296,user324,How to Tutorial #320,Tutorial,262,78,77,9276,2024-04-06,2024-04-06 23:09:38,23,Saturday,30,#howto #education #tips,3,1823,1449,10343,0.04495472186287193,0.02824493316084519,0.008408796895213453,0.008300991806813282
321,264,user384,Fashion Haul,Fashion,1455,423,497,16216,2024-08-31,2024-08-31 19:38:22,19,Saturday,120,#ootd #fashion #outfit #trending,4,1275,428,21436,0.14646028613714848,0.08972619634928465,0.026085347804637397,0.03064874198322644
322,48,user375,Style Tips,Fashion,5436,1031,1793,79782,2024-09-26,2024-09-26 19:06:25,19,Thursday,90,#ootd #outfit #trending #fashion,4,102,96,1914,0.103532125040736,0.06813566969993232,0.012922714396731092,0.022473740944072597
323,112,user496,Fitness Tips,Fitness,788,129,191,27003,2024-09-03,2024-09-03 13:08:33,13,Tuesday,90,#fitfam,1,1511,413,29097,0.041032477872828946,0.029181942747102174,0.004777246972558605,0.007073288153168166
324,296,user67,Singing,Music,500,128,146,21552,2024-11-16,2024-11-16 08:08:14,8,Saturday,45,#cover #artist #song #singing,4,21484,4927,221194,0.03591314031180401,0.023199703043801038,0.005939123979213066,0.006774313288789903
325,321,user402,Workout Routine #325,Fitness,1006,210,277,15093,2024-11-02,2024-11-02 03:31:21,3,Saturday,90,#fitness,1,2025,382,20196,0.0989200291525873,0.0666534154906248,0.013913734843967402,0.0183528788179951
326,491,user220,Workout Routine #326,Fitness,145,46,37,3920,2024-01-07,2024-01-07 07:45:11,7,Sunday,20,#health #fitfam,2,2134,914,23775,0.058163265306122446,0.036989795918367346,0.01173469387755102,0.009438775510204082
327,185,user129,Easy Recipe,Cooking,2207,601,745,42408,2024-09-24,2024-09-24 10:08:29,10,Tuesday,30,#recipe #food #cooking,3,262,195,3428,0.08378136200716846,0.052042067534427465,0.014171854367100547,0.017567440105640444
328,157,user372,This Made Me Laugh,Comedy,1938,564,520,41522,2024-05-24,2024-05-24 09:50:06,9,Friday,30,#fyp,1,90,99,1012,0.07278069457155242,0.046674052309619,0.013583160734068686,0.012523481527864746
329,245,user40,Recipe #329,Cooking,658,115,152,12470,2024-06-15,2024-06-15 16:43:20,16,Saturday,20,#cooking,1,233,100,3714,0.07417802726543705,0.05276663993584603,0.009222133119486768,0.01218925421010425
330,356,user68,Easy Guide,Tutorial,685,122,181,11171,2024-08-18,2024-08-18 13:29:38,13,Sunday,45,#education #tutorial #tips #howto #learn,5,3754,1044,58897,0.08844329066332468,0.06131948795989616,0.010921135081908513,0.016202667621520006
331,452,user154,Fitness Tips,Fitness,915,252,335,17121,2024-01-28,2024-01-28 12:10:03,12,Sunday,45,#fitness #fitfam #health #workout,4,9794,5213,60495,0.08772852053034286,0.05344314000350447,0.014718766427194673,0.019566614099643713
332,333,user85,Learn This Trick,Tutorial,120,30,43,2002,2024-05-28,2024-05-28 15:13:07,15,Tuesday,30,#tutorial #tips,2,1948,1488,10979,0.0964035964035964,0.059940059940059943,0.014985014985014986,0.02147852147852148
